AB,AN,AZ,BF,DS,KC,KT,MA,MR,MW,NK,PRB
21.866,7.218,16.597,4.9670000000000005,5.1739999999999995,6.220000000000001,4.954000000000001,10.134,15.308999999999997,10.39,8.296000000000001,7.14
146.97199999999998,124.41299999999998,139.89699999999996,110.83399999999999,116.40599999999999,125.805,133.77999999999997,138.22799999999998,134.912,137.52599999999998,128.87900000000002,106.42500000000001
60.28,52.693000000000005,70.401,44.665,61.461000000000006,56.34799999999999,65.508,63.559,62.61,67.35000000000001,53.93999999999999,50.944
96.58,94.959,96.43100000000001,65.388,92.059,101.22,85.92699999999999,92.76400000000001,98.189,94.32000000000001,94.732,82.15
108.32000000000001,108.852,117.967,80.789,95.062,112.41,101.52199999999999,120.994,119.874,118.85499999999999,118.48800000000001,111.59000000000002
94.594,95.119,97.921,94.776,5.949999999999999,114.488,97.71900000000001,99.972,100.39,96.162,115.998,99.196
