"self lick","",2.203,3.71,1.507,""
"self lick","",6.034,7.24,1.206,""
"self lick","",9.285,10.187,0.902,""
"self lick","",12.05,12.43,0.38,""
"self lick","",23.665,24.808,1.143,""
"self lick","",26.207,27.21,1.003,""
"self lick","",28.419,30.715,2.296,""
"self lick","",38.595,42.16,3.565,""
"self lick","",45.054,50.417,5.363,""
"self lick","",52.772,54.441,1.669,""
"self lick","",57.35,57.878,0.528,""
"self lick","",61.429,62.148,0.719,""
"self lick","",63.162,63.995,0.833,""
"self lick","",65.886,67.29,1.404,""
"self lick","",73.403,75.739,2.336,""
"self lick","",77.287,77.66,0.373,""
"self lick","",81.383,82.372,0.989,""
"self lick","",83.823,87.911,4.088,""
"self lick","",109.826,111.99,2.164,""
"self lick","",118.972,119.564,0.592,""
"self lick","",215.147,219.201,4.054,""
"self lick","",248.116,254.27,6.154,""
"self lick","",264.24,264.53,0.29,""
"self lick","",264.875,265.402,0.527,""
"self lick","",265.97,267.022,1.052,""
"self lick","",267.5,267.929,0.429,""
"self lick","",268.541,269.201,0.66,""
"self lick","",269.675,289.407,19.732,""
"self lick","",290.814,292.011,1.197,""
"self lick","",294.08,295.134,1.054,""
"self lick","",298.587,299.169,0.582,""
"self lick","",337.895,340.493,2.598,""
"self lick","",342.364,344.03,1.666,""
"self lick","",460.935,462.383,1.448,""
"self lick","",527.676,528.039,0.363,""
"self lick","",528.439,582.597,54.158,""
"self lick","",585.532,586.86,1.328,""
"self lick","",589.129,598.512,9.383,""
"allo lick","",30.168,30.729,0.561,""
"allo lick","",204.379,209.29,4.911,""
"allo groom","",99.843,101.359,1.516,""
"allo groom","",109.01,114.362,5.352,""
"allo groom","",216.217,223.06,6.843,""
"allo groom","",231.233,236.215,4.982,""
"allo groom","",238.2,238.94,0.74,""
"allo groom","",243.208,248.024,4.816,""
"allo groom","",333.426,334.892,1.466,""
"allo groom","",386.372,390.116,3.744,""
