"self-licking","",71.147,74.31,3.163,""
"self-licking","",118.933,120.47,1.537,""
"self-licking","",122.786,123.64,0.854,""
"self-licking","",134.41,135.55,1.14,""
"self-licking","",137.64,139.15,1.51,""
"self-licking","",144.114,145.95,1.836,""
"self-licking","",526.961,534.31,7.349,""
"self-licking","",540.648,591.81,51.162,""
"allolicking","",493.273,504.36,11.087,""
"allolicking","",509.535,519.78,10.245,""
"allolicking","",522.264,524.81,2.546,""
"allolicking","",540.013,541.824,1.811,""
"allolicking","",542.56,557.4,14.84,""
"allogrooming","",47.912,49.627,1.715,""
"allogrooming","",61.422,62.96,1.538,""
"allogrooming","",96.885,97.87,0.985,""
"allogrooming","",243.208,247.597,4.389,""
"allogrooming","",340.866,341.284,0.418,""
"allogrooming","",345.742,348.01,2.268,""
"allogrooming","",349.071,350.26,1.189,""
"allogrooming","",352.428,355.81,3.382,""
"allogrooming","",381.257,382.357,1.1,""
"allogrooming","",383.522,383.7,0.178,""
"allogrooming","",386.997,390.373,3.376,""
"allogrooming","",391.535,395.75,4.215,""
"allogrooming","",404.157,406.43,2.273,""
"allogrooming","",408.77,419.209,10.439,""
"allogrooming","",421.357,422.81,1.453,""
"allogrooming","",435.51,436.74,1.23,""
"allogrooming","",441.023,441.34,0.317,""
"allogrooming","",462.48,463.36,0.88,""
"allogrooming","",465.819,469.6,3.781,""
"allogrooming","",487.605,489.83,2.225,""
"allogrooming","",529.817,534.54,4.723,""
