"Allolicking","",29.25,33.24,3.99,""
"Allolicking","",39.26,40.9,1.64,""
"Allolicking","",125.81,128.77,2.96,""
"Allolicking","",163.97,164.31,0.34,""
"Allolicking","",165.03,171.61,6.58,""
"Allogrooming","",69.4,70.82,1.42,""
"Allogrooming","",156.43,159.51,3.08,""
"Allogrooming","",179.27,180.14,0.87,""
"Allogrooming","",519.34,520.48,1.14,""
"Self-licking","",16.92,17.9,0.98,""
"Self-licking","",19.11,19.51,0.4,""
"Self-licking","",23.62,24.56,0.94,""
"Self-licking","",25.47,26.03,0.56,""
"Self-licking","",27.05,27.92,0.87,""
"Self-licking","",28.81,28.92,0.11,""
"Self-licking","",31.59,32.89,1.3,""
"Self-licking","",34.4,35.35,0.95,""
"Self-licking","",51.16,51.72,0.56,""
"Self-licking","",56.366,59.43,3.064,""
"Self-licking","",69.64,70.05,0.41,""
"Self-licking","",83.35,85.28,1.93,""
"Self-licking","",88.81,89.45,0.64,""
"Self-licking","",199.09,202.8,3.71,""
"Self-licking","",278.87,282.1,3.23,""
"Self-licking","",302.53,328.52,25.99,""
"Self-licking","",338.7,343.83,5.13,""
"Self-licking","",363.81,363.98,0.17,""
