allogrooming,,22.09,29.77,7.68
allogrooming,,40.31,49.37,9.06
allogrooming,,68.92,72.82,3.9
allogrooming,,357.09,363.58,6.49
allogrooming,,528.66,534.17,5.51
allogrooming,,541.25,561.47,20.22
allogrooming,,564.5,578.412,13.912
allogrooming,,579.25,585.97,6.72
self licking,,2.06,4.2,2.14
self licking,,11.26,16.07,4.81
self licking,,19.41,20.8,1.39
self licking,,38.4,39.36,0.96
self licking,,52.03,60.64,8.61
self licking,,64.72,66.5,1.78
self licking,,76.56,78.4,1.84
self licking,,84.83,86.35,1.52
self licking,,89.57,90.95,1.38
self licking,,96.45,100.21,3.76
self licking,,102.07,103.25,1.18
self licking,,107.46,109.33,1.87
self licking,,392.91,401.37,8.46
self licking,,466.19,500.89,34.7
self licking,,504.95,509.49,4.54
self licking,,530.88,537.41,6.53
self licking,,567.28,578.47,11.19
self licking,,588.34,600,11.66
