"Allogrooming","",156.854,160.406,3.552,""
"Allogrooming","",179.11,181.48,2.37,""
"Allolicking","",30.579,33.37,2.791,""
"Allolicking","",39.208,41.02,1.812,""
"Allolicking","",125.18,129.168,3.988,""
"Allolicking","",164.359,171.72,7.361,""
"Allolicking","",182.25,182.92,0.67,""
"Allolicking","",198.99,203.09,4.1,""
"Allolicking","",329.401,332.32,2.919,""
"Allolicking","",334.17,334.98,0.81,""
"Allolicking","",344.33,344.83,0.5,""
"Self-licking","",8.58,9.33,0.75,""
"Self-licking","",16.98,18.11,1.13,""
"Self-licking","",19.13,19.72,0.59,""
"Self-licking","",23.65,24.66,1.01,""
"Self-licking","",25.52,26.14,0.62,""
"Self-licking","",27.0,27.44,0.44,""
"Self-licking","",27.6,27.97,0.37,""
"Self-licking","",28.83,29.43,0.6,""
"Self-licking","",31.5,33.04,1.54,""
"Self-licking","",34.4,35.37,0.97,""
"Self-licking","",51.1,52.0,0.9,""
"Self-licking","",56.35,59.58,3.23,""
"Self-licking","",69.6,70.75,1.15,""
"Self-licking","",83.37,85.35,1.98,""
"Self-licking","",86.03,86.97,0.94,""
"Self-licking","",88.77,89.49,0.72,""
"Self-licking","",252.47,254.91,2.44,""
"Self-licking","",278.65,282.35,3.7,""
"Self-licking","",303.178,335.16,31.982,""
"Self-licking","",339.406,345.1,5.694,""
"Self-licking","",362.916,364.22,1.304,""
"Self-licking","",546.5,551.79,5.29,""
