self licking,,1.3,2.56,1.26
self licking,,3.55,4.76,1.21
self licking,,8.14,8.79,0.65
self licking,,10.63,11.2,0.57
self licking,,14.19,20.1,5.91
self licking,,23.13,24.19,1.06
self licking,,27.041,28.01,0.969
self licking,,35.98,36.79,0.81
self licking,,40.99,41.73,0.74
self licking,,60.09,63.62,3.53
self licking,,66.04,66.75,0.71
self licking,,69.82,74.98,5.16
self licking,,114.895,115.956,1.061
self licking,,118.037,120.407,2.37
self licking,,121.998,123.594,1.596
self licking,,134.05,135.718,1.668
self licking,,137.938,139.013,1.075
self licking,,143.382,145.568,2.186
self licking,,169.31,169.875,0.565
self licking,,523.485,534.276,10.791
self licking,,539.631,591.732,52.101
allolicking,,80.263,80.51,0.247
allolicking,,492.417,504.548,12.131
allolicking,,507.121,519.853,12.732
allolicking,,521.623,524.921,3.298
allolicking,,539.481,557.364,17.883
allolicking,,560.502,566.43,5.928
allogrooming,,46.56,47.94,1.38
allogrooming,,59.97,62.04,2.07
allogrooming,,73.51,74.27,0.76
allogrooming,,94.104,97.26,3.156
allogrooming,,106.44,107.545,1.105
allogrooming,,243.251,247.041,3.79
allogrooming,,275.7,276.84,1.14
allogrooming,,304.86,306.55,1.69
allogrooming,,342.606,343.92,1.314
allogrooming,,346.217,347.823,1.606
allogrooming,,348.97,350.46,1.49
allogrooming,,351.761,359.46,7.699
allogrooming,,380.199,381.703,1.504
allogrooming,,386.389,389.732,3.343
allogrooming,,390.652,396.389,5.737
allogrooming,,402.937,407.079,4.142
allogrooming,,408.677,418.698,10.021
allogrooming,,421.033,424.418,3.385
allogrooming,,434.424,436.893,2.469
allogrooming,,440.64,441.761,1.121
allogrooming,,456.422,457.2,0.778
allogrooming,,461.64,463.167,1.527
allogrooming,,464.234,469.937,5.703
allogrooming,,481.508,483.031,1.523
allogrooming,,485.723,489.61,3.887
allogrooming,,528.887,534.556,5.669
allogrooming,,591.588,592.531,0.943
