allogrooming,,29.74,37.58,7.84
allogrooming,,44.91,50.73,5.82
allogrooming,,91.26,95.06,3.8
allogrooming,,96.67,101.21,4.54
allogrooming,,104.98,109.99,5.01
allogrooming,,229.65,235.13,5.48
allogrooming,,237.97,248.43,10.46
allogrooming,,330.342,332.372,2.03
allogrooming,,386.26,391.11,4.85
allolicking,,204.35,211.61,7.26
self licking,,2.26,3.78,1.52
self licking,,6.08,7.587,1.507
self licking,,23.58,24.76,1.18
self licking,,26.74,30.05,3.31
self licking,,38.11,42.13,4.02
self licking,,45.282,49.79,4.508
self licking,,52.88,55.283,2.403
self licking,,61.48,63.77,2.29
self licking,,73.46,75.89,2.43
self licking,,81.4,82.3,0.9
self licking,,83.92,87.72,3.8
self licking,,109.88,111.98,2.1
self licking,,118.88,119.5,0.62
self licking,,213.04,218.82,5.78
self licking,,248.771,253.83,5.059
self licking,,263.6,292.74,29.14
self licking,,294.111,295.116,1.005
self licking,,298.28,299.67,1.39
self licking,,338.34,343.68,5.34
self licking,,526.75,582.78,56.03
self licking,,585.62,598.26,12.64
