"self-licking","",3.91,4.743,0.833,""
"self-licking","",13.313,13.89,0.577,""
"self-licking","",16.166,16.63,0.464,""
"self-licking","",19.527,20.67,1.143,""
"self-licking","",52.177,59.91,7.733,""
"self-licking","",65.147,66.77,1.623,""
"self-licking","",85.477,86.77,1.293,""
"self-licking","",89.661,91.399,1.738,""
"self-licking","",97.228,100.637,3.409,""
"self-licking","",102.1,102.77,0.67,""
"self-licking","",107.749,109.84,2.091,""
"self-licking","",113.006,114.927,1.921,""
"self-licking","",393.015,402.047,9.032,""
"self-licking","",470.735,501.802,31.067,""
"self-licking","",505.45,509.68,4.23,""
"self-licking","",565.711,579.509,13.798,""
"allogrooming","",24.182,30.42,6.238,""
"allogrooming","",42.206,49.47,7.264,""
"allogrooming","",58.133,63.02,4.887,""
"allogrooming","",72.135,74.142,2.007,""
"allogrooming","",172.19,175.73,3.54,""
"allogrooming","",268.839,271.874,3.035,""
"allogrooming","",297.51,299.49,1.98,""
"allogrooming","",314.03,319.153,5.123,""
"allogrooming","",356.797,362.719,5.922,""
"allogrooming","",537.181,540.848,3.667,""
"allogrooming","",542.534,558.058,15.524,""
"allogrooming","",558.862,562.776,3.914,""
"allogrooming","",565.733,566.344,0.611,""
"allogrooming","",566.72,570.075,3.355,""
"allogrooming","",570.953,578.248,7.295,""
"allogrooming","",582.176,586.81,4.634,""
"allogrooming","",590.165,591.9,1.735,""
