"Self-licking","",2.02,4.28,2.26,""
"Self-licking","",11.431,16.18,4.749,""
"Self-licking","",19.22,20.6,1.38,""
"Self-licking","",29.85,30.68,0.83,""
"Self-licking","",38.52,39.23,0.71,""
"Self-licking","",52.428,60.92,8.492,""
"Self-licking","",64.69,66.44,1.75,""
"Self-licking","",69.43,71.33,1.9,""
"Self-licking","",85.43,86.54,1.11,""
"Self-licking","",89.49,91.06,1.57,""
"Self-licking","",96.37,100.18,3.81,""
"Self-licking","",107.46,109.19,1.73,""
"Self-licking","",112.5,114.13,1.63,""
"Self-licking","",356.465,363.44,6.975,""
"Self-licking","",393.128,401.47,8.342,""
"Self-licking","",465.867,501.02,35.153,""
"Self-licking","",505.423,509.64,4.217,""
"Self-licking","",532.138,537.8,5.662,""
"Self-licking","",567.518,578.55,11.032,""
"Self-licking","",588.622,599.99,11.368,""
"Allogrooming","",356.06,363.36,7.3,""
"Allogrooming","",527.376,534.883,7.507,""
"Allogrooming","",536.861,557.43,20.569,""
"Allogrooming","",558.354,568.84,10.486,""
"Allogrooming","",570.517,577.79,7.273,""
"Allogrooming","",579.073,586.779,7.706,""
