"allogrooming","",46.522,49.132,2.61,""
"allogrooming","",93.895,97.119,3.224,""
"allogrooming","",98.328,99.358,1.03,""
"allogrooming","",105.97,106.97,1.0,""
"allogrooming","",243.134,244.582,1.448,""
"allogrooming","",245.298,247.223,1.925,""
"allogrooming","",275.854,276.85,0.996,""
"allogrooming","",304.94,307.656,2.716,""
"allogrooming","",345.478,347.589,2.111,""
"allogrooming","",349.179,350.014,0.835,""
"allogrooming","",351.782,358.477,6.695,""
"allogrooming","",386.762,390.373,3.611,""
"allogrooming","",390.656,397.211,6.555,""
"allogrooming","",403.164,408.107,4.943,""
"allogrooming","",408.522,418.716,10.194,""
"allogrooming","",420.611,424.582,3.971,""
"allogrooming","",440.85,441.671,0.821,""
"allogrooming","",461.641,463.208,1.567,""
"allogrooming","",464.455,470.678,6.223,""
"allogrooming","",482.343,489.611,7.268,""
"allogrooming","",529.374,535.531,6.157,""
"allolicking","",69.805,69.94,0.135,""
"allolicking","",492.263,505.318,13.055,""
"allolicking","",507.477,519.88,12.403,""
"allolicking","",521.417,525.253,3.836,""
"allolicking","",539.567,557.895,18.328,""
"allolicking","",560.786,567.0,6.214,""
"self licking","",1.3,2.51,1.21,""
"self licking","",3.67,4.92,1.25,""
"self licking","",8.17,8.83,0.66,""
"self licking","",10.71,11.18,0.47,""
"self licking","",14.268,20.164,5.896,""
"self licking","",23.194,24.104,0.91,""
"self licking","",26.88,28.402,1.522,""
"self licking","",41.417,41.895,0.478,""
"self licking","",60.249,64.0,3.751,""
"self licking","",64.268,64.865,0.597,""
"self licking","",66.348,67.059,0.711,""
"self licking","",69.824,74.402,4.578,""
"self licking","",114.865,115.91,1.045,""
"self licking","",118.074,120.477,2.403,""
"self licking","",122.044,123.641,1.597,""
"self licking","",133.85,135.432,1.582,""
"self licking","",137.955,138.955,1.0,""
"self licking","",143.477,145.641,2.164,""
"self licking","",169.388,169.85,0.462,""
"self licking","",524.358,534.417,10.059,""
"self licking","",538.669,591.283,52.614,""
