selflicking,,1.461,2.67,1.209
selflicking,,3.69,4.95,1.26
selflicking,,8.13,9.03,0.9
selflicking,,10.7,11.19,0.49
selflicking,,14.14,20.6,6.46
selflicking,,23.2,24.32,1.12
selflicking,,26.74,28.34,1.6
selflicking,,41.3,41.8,0.5
selflicking,,60.02,61.31,1.29
selflicking,,62.1,63.81,1.71
selflicking,,65.6,67.21,1.61
selflicking,,69.8,74.8,5
selflicking,,115.13,116,0.87
selflicking,,118,120.51,2.51
selflicking,,121.95,123.7,1.75
selflicking,,133.82,135.51,1.69
selflicking,,137.89,139.17,1.28
selflicking,,143.29,145.99,2.7
selflicking,,524.169,534.32,10.151
selflicking,,538.52,592.06,53.54
allolicking,,69.683,70.56,0.877
allolicking,,80.09,80.84,0.75
allolicking,,492.189,504.62,12.431
allolicking,,507.215,519.86,12.645
allolicking,,539.107,557.69,18.583
allolicking,,560.612,566.82,6.208
allolicking,,588.766,589.72,0.954
allogrooming,,20.296,21.58,1.284
allogrooming,,93.486,99.09,5.604
allogrooming,,169.34,171.02,1.68
allogrooming,,181.345,182.278,0.933
allogrooming,,241.877,244.41,2.533
allogrooming,,250.654,251.13,0.476
allogrooming,,276.035,277.605,1.57
allogrooming,,304.61,307.41,2.8
allogrooming,,339.22,340.987,1.767
allogrooming,,346.217,347.937,1.72
allogrooming,,349.091,350.558,1.467
allogrooming,,351.445,358.73,7.285
allogrooming,,380.105,381.558,1.453
allogrooming,,382.577,384.625,2.048
allogrooming,,386.389,389.2,2.811
allogrooming,,390.582,396.43,5.848
allogrooming,,403.146,407.333,4.187
allogrooming,,408.63,418.659,10.029
allogrooming,,420.65,423.999,3.349
allogrooming,,440.735,441.58,0.845
allogrooming,,456.695,457.41,0.715
allogrooming,,461.787,463.31,1.523
allogrooming,,465.042,468.694,3.652
allogrooming,,482.319,482.786,0.467
allogrooming,,485.689,486.74,1.051
allogrooming,,487.755,489.703,1.948
allogrooming,,529.117,534.907,5.79
