allolicking,,29.32,33.28,3.96
allolicking,,39.09,41.03,1.94
allolicking,,125.28,129.07,3.79
allolicking,,163.76,171.74,7.98
allolicking,,199.24,202.91,3.67
allolicking,,328.42,331.9,3.48
allolicking,,334.1,334.98,0.88
allolicking,,344.196,344.86,0.664
allogrooming,,61.424,64.608,3.184
allogrooming,,68.31,71.66,3.35
allogrooming,,136.543,140.119,3.576
allogrooming,,156.41,159.58,3.17
allogrooming,,179.275,180.374,1.099
allogrooming,,518.76,520.521,1.761
self licking,,16.96,17.84,0.88
self licking,,19.12,19.6,0.48
self licking,,23.56,24.65,1.09
self licking,,26.93,27.99,1.06
self licking,,28.75,29.3,0.55
self licking,,31.57,33,1.43
self licking,,34.45,35.21,0.76
self licking,,51.16,51.7,0.54
self licking,,56.37,59.47,3.1
self licking,,69.62,70.01,0.39
self licking,,83.79,85.33,1.54
self licking,,86.01,86.93,0.92
self licking,,88.83,89.49,0.66
self licking,,253.03,254.76,1.73
self licking,,278.94,282.28,3.34
self licking,,303.095,329.04,25.945
self licking,,333.39,335.705,2.315
self licking,,338.73,344.28,5.55
self licking,,362.4,364.06,1.66
