self licking,,2.22,3.7,1.48
self licking,,9.36,10.2,0.84
self licking,,12.13,12.47,0.34
self licking,,23.67,26.43,2.76
self licking,,28.2,30.35,2.15
self licking,,38.04,42.211,4.171
self licking,,46.031,49.01,2.979
self licking,,52.77,54.49,1.72
self licking,,57.31,57.75,0.44
self licking,,61.863,62.04,0.177
self licking,,63.18,63.73,0.55
self licking,,65.87,67.33,1.46
self licking,,74.39,75.85,1.46
self licking,,81.4,82.51,1.11
self licking,,83.86,87.78,3.92
self licking,,109.78,112.831,3.051
self licking,,118.87,119.51,0.64
self licking,,214.89,218.88,3.99
self licking,,249.472,253.35,3.878
self licking,,264.842,265.357,0.515
self licking,,265.967,267.043,1.076
self licking,,267.554,267.858,0.304
self licking,,268.586,269.119,0.533
self licking,,269.91,288.891,18.981
self licking,,290.529,291.354,0.825
self licking,,294.057,295.052,0.995
self licking,,298.35,299.048,0.698
self licking,,338.207,340.403,2.196
self licking,,342.475,343.749,1.274
self licking,,460.74,462.288,1.548
self licking,,528.822,582.644,53.822
self licking,,585.495,586.865,1.37
self licking,,588.759,597.865,9.106
allolicking,,46.34,49.43,3.09
allolicking,,204.441,208.73,4.289
allolicking,,246.29,246.85,0.56
allogrooming,,97.71,100.74,3.03
allogrooming,,109.84,113.39,3.55
allogrooming,,215.79,221.28,5.49
allogrooming,,230.84,233.51,2.67
allogrooming,,237.88,238.96,1.08
allogrooming,,242.96,244.25,1.29
