allogrooming,,69.542,73.15,3.608
allogrooming,,356.165,362.49,6.325
allogrooming,,528.72,534.92,6.2
allogrooming,,541.544,563,21.456
allogrooming,,564.299,585.17,20.871
selflicking,,2.349,4.82,2.471
selflicking,,11.732,14.485,2.753
selflicking,,15.474,17.409,1.935
selflicking,,19.432,21.19,1.758
selflicking,,52.262,61.47,9.208
selflicking,,65.036,67.12,2.084
selflicking,,76.931,78.31,1.379
selflicking,,85.101,87.11,2.009
selflicking,,89.639,91.42,1.781
selflicking,,96.375,100.71,4.335
selflicking,,102.628,103.28,0.652
selflicking,,112.936,115.34,2.404
selflicking,,356.74,359.71,2.97
selflicking,,393.252,401.59,8.338
selflicking,,466.3,501.58,35.28
selflicking,,505.158,510.02,4.862
selflicking,,532.237,538.75,6.513
selflicking,,589.21,600,10.79
