self licking,,16.977,20.088,3.111
self licking,,32.562,34.687,2.125
self licking,,265.729,267.635,1.906
self licking,,480.264,504.114,23.85
self licking,,509.237,589.895,80.658
self licking,,592.541,600,7.459
allolicking,,19.499,20,0.501
allolicking,,333.916,335.083,1.167
allolicking,,338.26,339.562,1.302
allolicking,,368.854,369.416,0.562
allolicking,,468.833,472.499,3.666
allogrooming,,0,1.444,1.444
allogrooming,,2.888,7.244,4.356
allogrooming,,24.989,26.697,1.708
allogrooming,,36.968,41.864,4.896
allogrooming,,43.838,45.218,1.38
allogrooming,,52.38,56.833,4.453
allogrooming,,60.208,71.041,10.833
allogrooming,,74.166,75.364,1.198
allogrooming,,79.124,81.843,2.719
allogrooming,,82.343,94.052,11.709
allogrooming,,96.489,98.062,1.573
allogrooming,,103.333,104.739,1.406
allogrooming,,110.322,113.26,2.938
allogrooming,,142.333,149.302,6.969
allogrooming,,159.187,162.01,2.823
allogrooming,,171.604,172.541,0.937
allogrooming,,202.381,214.906,12.525
allogrooming,,231.677,235.552,3.875
allogrooming,,371.083,376.156,5.073
allogrooming,,379.017,394.002,14.985
allogrooming,,394.835,421.093,26.258
allogrooming,,427.052,431.354,4.302
allogrooming,,457.791,458.781,0.99
