"allogrooming","",71.51,73.77,2.26,""
"allogrooming","",173.39,174.73,1.34,""
"allogrooming","",336.27,352.37,16.1,""
"allogrooming","",356.161,362.09,5.929,""
"allogrooming","",528.4,534.38,5.98,""
"allogrooming","",536.55,540.36,3.81,""
"allogrooming","",541.31,569.43,28.12,""
"allogrooming","",570.07,577.87,7.8,""
"allogrooming","",579.1,586.17,7.07,""
"allogrooming","",589.65,591.0,1.35,""
"self licking","",2.03,4.52,2.49,""
"self licking","",12.61,14.04,1.43,""
"self licking","",14.92,16.54,1.62,""
"self licking","",19.25,20.84,1.59,""
"self licking","",24.6,24.99,0.39,""
"self licking","",29.88,30.75,0.87,""
"self licking","",38.54,39.38,0.84,""
"self licking","",51.97,61.09,9.12,""
"self licking","",69.45,71.48,2.03,""
"self licking","",76.78,78.01,1.23,""
"self licking","",84.76,86.64,1.88,""
"self licking","",89.5,91.23,1.73,""
"self licking","",96.48,100.29,3.81,""
"self licking","",102.05,103.37,1.32,""
"self licking","",107.52,109.45,1.93,""
"self licking","",113.57,114.51,0.94,""
"self licking","",356.29,363.63,7.34,""
"self licking","",393.046,401.66,8.614,""
"self licking","",412.44,414.38,1.94,""
"self licking","",465.929,467.5,1.571,""
"self licking","",468.44,469.09,0.65,""
"self licking","",470.336,501.17,30.834,""
"self licking","",505.076,509.67,4.594,""
"self licking","",530.65,537.41,6.76,""
"self licking","",566.04,578.81,12.77,""
"self licking","",588.42,600.001,11.581,""
