"Allolicking","",30.313,31.6,1.287,""
"Allolicking","",39.15,41.09,1.94,""
"Allolicking","",125.34,130.3,4.96,""
"Allolicking","",163.99,171.75,7.76,""
"Allolicking","",199.04,203.05,4.01,""
"Allolicking","",328.59,332.5,3.91,""
"Allolicking","",334.23,335.1,0.87,""
"Allogrooming","",68.35,71.91,3.56,""
"Allogrooming","",156.47,160.11,3.64,""
"Allogrooming","",179.23,180.63,1.4,""
"Self licking","",23.61,24.62,1.01,""
"Self licking","",25.5,26.12,0.62,""
"Self licking","",26.96,28.0,1.04,""
"Self licking","",28.78,29.33,0.55,""
"Self licking","",31.66,33.01,1.35,""
"Self licking","",34.42,35.44,1.02,""
"Self licking","",56.38,59.51,3.13,""
"Self licking","",83.38,85.33,1.95,""
"Self licking","",86.03,86.98,0.95,""
"Self licking","",252.65,254.77,2.12,""
"Self licking","",279.01,282.22,3.21,""
"Self licking","",301.87,328.41,26.54,""
"Self licking","",332.19,334.68,2.49,""
"Self licking","",338.73,344.82,6.09,""
"Self licking","",357.23,359.55,2.32,""
"Self licking","",361.16,364.12,2.96,""
"Self licking","",546.5,551.76,5.26,""
