"Allogrooming","",0.0,1.47,1.47,""
"Allogrooming","",2.557,7.27,4.713,""
"Allogrooming","",25.17,26.58,1.41,""
"Allogrooming","",37.696,41.81,4.114,""
"Allogrooming","",43.699,45.72,2.021,""
"Allogrooming","",52.392,56.72,4.328,""
"Allogrooming","",60.636,71.46,10.824,""
"Allogrooming","",74.09,75.43,1.34,""
"Allogrooming","",79.18,81.86,2.68,""
"Allogrooming","",82.434,94.47,12.036,""
"Allogrooming","",96.42,98.08,1.66,""
"Allogrooming","",103.32,105.18,1.86,""
"Allogrooming","",110.36,113.0,2.64,""
"Allogrooming","",142.33,149.38,7.05,""
"Allogrooming","",159.25,162.45,3.2,""
"Allogrooming","",171.63,172.56,0.93,""
"Allogrooming","",201.553,215.12,13.567,""
"Allogrooming","",231.66,235.82,4.16,""
"Allogrooming","",290.453,298.42,7.967,""
"Allogrooming","",335.15,337.618,2.468,""
"Allogrooming","",344.39,359.69,15.3,""
"Allogrooming","",361.21,364.07,2.86,""
"Allogrooming","",368.78,369.94,1.16,""
"Allogrooming","",371.34,376.28,4.94,""
"Allogrooming","",378.367,393.04,14.673,""
"Allogrooming","",394.864,408.83,13.966,""
"Allogrooming","",409.369,418.65,9.281,""
"Allogrooming","",419.49,431.12,11.63,""
"Allogrooming","",457.876,458.95,1.074,""
"Allolicking","",334.12,335.1,0.98,""
"Allolicking","",338.16,339.62,1.46,""
"Allolicking","",468.81,472.03,3.22,""
"Self-licking","",17.727,20.36,2.633,""
"Self-licking","",32.59,34.61,2.02,""
"Self-licking","",39.14,42.97,3.83,""
"Self-licking","",286.06,286.37,0.31,""
"Self-licking","",509.468,589.86,80.392,""
"Self-licking","",592.822,599.799,6.977,""
