"Self-licking","",2.05,4.34,2.29,""
"Self-licking","",11.23,13.93,2.7,""
"Self-licking","",14.9,16.4,1.5,""
"Self-licking","",19.23,20.73,1.5,""
"Self-licking","",38.51,39.29,0.78,""
"Self-licking","",52.01,60.85,8.84,""
"Self-licking","",64.72,66.39,1.67,""
"Self-licking","",69.36,71.38,2.02,""
"Self-licking","",84.88,86.48,1.6,""
"Self-licking","",89.51,91.04,1.53,""
"Self-licking","",96.45,100.07,3.62,""
"Self-licking","",102.0,103.29,1.29,""
"Self-licking","",107.49,109.24,1.75,""
"Self-licking","",112.49,114.4,1.91,""
"Self-licking","",356.69,359.41,2.72,""
"Self-licking","",360.71,363.41,2.7,""
"Self-licking","",392.55,401.34,8.79,""
"Self-licking","",465.51,467.38,1.87,""
"Self-licking","",468.41,469.0,0.59,""
"Self-licking","",469.96,501.08,31.12,""
"Self-licking","",504.89,509.53,4.64,""
"Self-licking","",531.45,536.79,5.34,""
"Self-licking","",567.08,578.7,11.62,""
"Self-licking","",588.51,600.0,11.49,""
"Allogrooming","",40.04,44.3,4.26,""
"Allogrooming","",46.46,49.05,2.59,""
"Allogrooming","",53.16,56.87,3.71,""
"Allogrooming","",60.65,62.79,2.14,""
"Allogrooming","",69.37,72.97,3.6,""
"Allogrooming","",111.91,113.27,1.36,""
"Allogrooming","",148.04,150.17,2.13,""
"Allogrooming","",174.45,175.94,1.49,""
"Allogrooming","",204.075,205.82,1.745,""
"Allogrooming","",269.85,271.1,1.25,""
"Allogrooming","",313.7,315.32,1.62,""
"Allogrooming","",316.25,316.87,0.62,""
"Allogrooming","",349.33,350.66,1.33,""
"Allogrooming","",355.66,361.94,6.28,""
"Allogrooming","",528.5,534.3,5.8,""
"Allogrooming","",536.58,539.92,3.34,""
"Allogrooming","",541.14,557.44,16.3,""
"Allogrooming","",558.18,561.99,3.81,""
"Allogrooming","",564.13,577.52,13.39,""
"Allogrooming","",579.06,586.19,7.13,""
"Allogrooming","",589.74,590.82,1.08,""
