selflicking,,32.608,34.663,2.055
selflicking,,39.015,42.697,3.682
selflicking,,497.772,504.17,6.398
selflicking,,509.104,590.01,80.906
selflicking,,593.065,600,6.935
allolicking,,334.032,339.49,5.458
allolicking,,469.071,474.106,5.035
allogrooming,,0,1.42,1.42
allogrooming,,60.668,71.393,10.725
allogrooming,,201.705,214.005,12.3
allogrooming,,230.989,235.497,4.508
allogrooming,,289.936,296.626,6.69
allogrooming,,378.146,393.096,14.95
allogrooming,,394.676,418.606,23.93
allogrooming,,419.496,421.116,1.62
