selflicking,,8.746,9.616,0.87
selflicking,,16.796,19.791,2.995
selflicking,,23.513,24.643,1.13
selflicking,,25.646,26.212,0.566
selflicking,,26.912,28.031,1.119
selflicking,,28.7,29.509,0.809
selflicking,,31.654,33.103,1.449
selflicking,,34.518,35.581,1.063
selflicking,,51.113,51.998,0.885
selflicking,,56.389,59.574,3.185
selflicking,,66.409,68.42,2.011
selflicking,,69.643,70.802,1.159
selflicking,,83.432,85.43,1.998
selflicking,,86.116,87.149,1.033
selflicking,,88.846,89.582,0.736
selflicking,,120.378,121.456,1.078
selflicking,,209.515,210.85,1.335
selflicking,,278.443,282.443,4
selflicking,,303.842,335.273,31.431
selflicking,,338.842,344.753,5.911
selflicking,,362.643,364.054,1.411
selflicking,,546.952,552.049,5.097
allolicking,,8.624,12.673,4.049
allolicking,,30.236,33.11,2.874
allolicking,,37.188,37.572,0.384
allolicking,,39.224,40.771,1.547
allolicking,,43.552,44.238,0.686
allolicking,,125.051,130.378,5.327
allolicking,,164.16,171.73,7.57
allolicking,,199.095,202.614,3.519
allolicking,,328.667,332.36,3.693
allolicking,,334.265,335.198,0.933
allogrooming,,67.576,72.179,4.603
allogrooming,,156.307,159.894,3.587
allogrooming,,179.359,180.516,1.157
allogrooming,,519.164,520.738,1.574
