"self lick","",8.051,8.87,0.819,""
"self lick","",10.639,11.438,0.799,""
"self lick","",14.115,20.501,6.386,""
"self lick","",23.097,24.195,1.098,""
"self lick","",26.822,28.022,1.2,""
"self lick","",36.093,36.761,0.668,""
"self lick","",40.879,41.978,1.099,""
"self lick","",59.832,61.379,1.547,""
"self lick","",61.766,64.152,2.386,""
"self lick","",66.017,67.299,1.282,""
"self lick","",70.699,73.925,3.226,""
"self lick","",114.795,115.895,1.1,""
"self lick","",117.95,120.545,2.595,""
"self lick","",121.95,123.608,1.658,""
"self lick","",133.78,135.499,1.719,""
"self lick","",137.829,139.078,1.249,""
"self lick","",143.298,146.044,2.746,""
"self lick","",169.168,169.8,0.632,""
"self lick","",523.842,534.232,10.39,""
"self lick","",540.806,591.79,50.984,""
"allo lick","",27.95,28.07,0.12,""
"allo lick","",69.817,70.532,0.715,""
"allo lick","",80.64,80.77,0.13,""
"allo lick","",492.395,504.58,12.185,""
"allo lick","",507.294,519.897,12.603,""
"allo lick","",521.506,524.609,3.103,""
"allo lick","",539.192,557.458,18.266,""
"allo lick","",560.96,565.994,5.034,""
"allo groom","",241.638,247.3,5.662,""
"allo groom","",275.494,277.225,1.731,""
"allo groom","",304.754,307.296,2.542,""
"allo groom","",339.861,340.53,0.669,""
"allo groom","",342.46,344.163,1.703,""
"allo groom","",345.773,348.301,2.528,""
"allo groom","",348.99,350.433,1.443,""
"allo groom","",351.545,358.666,7.121,""
"allo groom","",386.452,389.755,3.303,""
"allo groom","",391.138,396.434,5.296,""
"allo groom","",403.172,407.237,4.065,""
"allo groom","",408.49,418.562,10.072,""
"allo groom","",421.045,424.501,3.456,""
"allo groom","",433.905,436.855,2.95,""
"allo groom","",440.598,441.589,0.991,""
"allo groom","",456.406,457.234,0.828,""
"allo groom","",461.872,463.104,1.232,""
"allo groom","",464.422,469.59,5.168,""
"allo groom","",485.666,486.607,0.941,""
"allo groom","",487.467,489.722,2.255,""
"allo groom","",529.221,535.026,5.805,""
