"allogrooming","",15.54,18.798,3.258,""
"allogrooming","",22.57,29.81,7.24,""
"allogrooming","",42.05,44.31,2.26,""
"allogrooming","",67.846,74.321,6.475,""
"allogrooming","",298.185,299.71,1.525,""
"allogrooming","",355.426,363.104,7.678,""
"allogrooming","",528.383,534.45,6.067,""
"allogrooming","",536.775,540.01,3.235,""
"allogrooming","",541.2,562.09,20.89,""
"allogrooming","",564.401,569.22,4.819,""
"allogrooming","",570.21,578.279,8.069,""
"allogrooming","",578.987,586.09,7.103,""
"allogrooming","",589.67,590.63,0.96,""
"allolicking","",398.842,401.32,2.478,""
"self licking","",2.1,4.44,2.34,""
"self licking","",11.66,13.99,2.33,""
"self licking","",14.937,16.39,1.453,""
"self licking","",19.27,20.57,1.3,""
"self licking","",38.54,39.24,0.7,""
"self licking","",52.637,60.87,8.233,""
"self licking","",76.889,78.12,1.231,""
"self licking","",84.76,86.42,1.66,""
"self licking","",89.53,90.98,1.45,""
"self licking","",96.54,100.05,3.51,""
"self licking","",102.0,103.44,1.44,""
"self licking","",107.55,109.5,1.95,""
"self licking","",356.839,362.737,5.898,""
"self licking","",392.865,401.86,8.995,""
"self licking","",465.66,467.26,1.6,""
"self licking","",468.51,468.95,0.44,""
"self licking","",470.13,501.07,30.94,""
"self licking","",505.471,509.57,4.099,""
"self licking","",531.767,536.92,5.153,""
"self licking","",567.25,578.75,11.5,""
"self licking","",586.13,586.97,0.84,""
"self licking","",588.21,600.0,11.79,""
