allogrooming,,68.191,73.425,5.234
allogrooming,,137.296,139.942,2.646
allogrooming,,157.174,160.829,3.655
allolicking,,30.241,33.981,3.74
allolicking,,34.902,35.915,1.013
allolicking,,37.638,38.736,1.098
allolicking,,39.863,41.602,1.739
allolicking,,43.12,44.43,1.31
allolicking,,125.325,136.391,11.066
allolicking,,164.199,171.921,7.722
allolicking,,199.264,203.167,3.903
allolicking,,329.194,333.104,3.91
allolicking,,334.648,336.134,1.486
selflicking,,16.809,19.13,2.321
selflicking,,23.986,25.257,1.271
selflicking,,25.888,33.83,7.942
selflicking,,56.628,59.909,3.281
selflicking,,83.693,85.982,2.289
selflicking,,86.753,89.15,2.397
selflicking,,279.126,282.809,3.683
selflicking,,300.885,335.542,34.657
selflicking,,339.055,344.535,5.48
selflicking,,362.705,364.892,2.187
