allogrooming,,173.984,175.318,1.334
allogrooming,,242.195,243.724,1.529
allogrooming,,246.172,246.899,0.727
allogrooming,,349.565,357.65,8.085
allogrooming,,387.263,390.01,2.747
allogrooming,,391.458,396.54,5.082
allogrooming,,403.672,407.95,4.278
allogrooming,,408.41,418.47,10.06
allogrooming,,466.649,469.618,2.969
allogrooming,,486.266,490.43,4.164
allolicking,,70.32,71.13,0.81
allolicking,,127.234,129.52,2.286
allolicking,,494.337,505.04,10.703
allolicking,,507.6,520.613,13.013
allolicking,,521.702,525.5,3.798
allolicking,,539.706,568.253,28.547
selflicking,,3.952,4.624,0.672
selflicking,,8.338,9.27,0.932
selflicking,,10.867,11.4,0.533
selflicking,,14.255,20.92,6.665
selflicking,,23.232,24.276,1.044
selflicking,,60.402,66.82,6.418
selflicking,,70.041,75.06,5.019
selflicking,,524.265,534.76,10.495
selflicking,,538.937,593.086,54.149
