Self-Grooming,,185.099,189.83,4.731
Self-Grooming,,193.118,198.665,5.547
Self-Grooming,,208.805,210.964,2.159
Self-Grooming,,211.884,212.655,0.771
Self-Grooming,,213.532,214.63,1.098
Self-Grooming,,215.384,217.177,1.793
Self-Grooming,,219.83,220.67,0.84
Self-Grooming,,349.843,352.138,2.295
Self-Grooming,,358.638,360.732,2.094
Allogrooming,,39.62,42.27,2.65
Allogrooming,,43.265,47.141,3.876
Allogrooming,,48.642,49.47,0.828
Allogrooming,,133.102,135.553,2.451
Allogrooming,,138.714,139.17,0.456
Allogrooming,,141.282,144.03,2.748
Allogrooming,,146.689,149.43,2.741
Allogrooming,,195.815,207.237,11.422
Allogrooming,,208.601,217.83,9.229
Allogrooming,,218.24,220.39,2.15
Allogrooming,,344.444,345.889,1.445
Allogrooming,,381.083,382.31,1.227
Allogrooming,,554.704,558.376,3.672
Allolicking,,117.731,131.36,13.629
Allolicking,,150.57,154.226,3.656
Allolicking,,221.565,223.486,1.921
Allolicking,,224.263,230.756,6.493
Allolicking,,246.808,320.741,73.933
Allolicking,,321.229,341.04,19.811
Allolicking,,352.004,358.083,6.079
Allolicking,,359.138,360.353,1.215
Allolicking,,383.756,388.44,4.684
Allolicking,,399.962,408.651,8.689
Allolicking,,429.609,431.992,2.383
Allolicking,,476.428,477.121,0.693
Allolicking,,548.578,554.02,5.442
