allogrooming,,216.265,222.16,5.895
allolicking,,45.642,50.023,4.381
allolicking,,204.938,215.314,10.376
selflicking,,38.374,42.788,4.414
selflicking,,46.003,50.806,4.803
selflicking,,53.555,55.683,2.128
selflicking,,57.952,58.428,0.476
selflicking,,62.128,62.505,0.377
selflicking,,63.634,63.978,0.344
selflicking,,66.312,67.785,1.473
selflicking,,73.775,76.524,2.749
selflicking,,77.463,78.169,0.706
selflicking,,82.082,82.398,0.316
selflicking,,84.314,88.118,3.804
selflicking,,110.08,112.861,2.781
selflicking,,213.48,218.91,5.43
selflicking,,265.005,293.368,28.363
selflicking,,294.643,295.888,1.245
selflicking,,299.283,299.696,0.413
selflicking,,524.519,583.997,59.478
selflicking,,585.52,600,14.48
