allogrooming,,59.4,73.06,13.66
allogrooming,,136.14,141.13,4.99
allogrooming,,155.31,163.26,7.95
allogrooming,,230.98,236.65,5.67
allogrooming,,346.54,358.24,11.7
allogrooming,,516.2,521.43,5.23
allolicking,,29.74,31.53,1.79
allolicking,,39.14,40.98,1.84
allolicking,,125.18,130.28,5.1
allolicking,,163.96,171.66,7.7
allolicking,,199.1,202.91,3.81
allolicking,,328.57,332.34,3.77
self licking,,25.5,29.43,3.93
self licking,,31.7,35.25,3.55
self licking,,56.36,59.31,2.95
self licking,,83.45,89.47,6.02
self licking,,278.88,282.16,3.28
self licking,,302.24,328.33,26.09
self licking,,338.6,344.38,5.78
self licking,,360.8,364.17,3.37
self licking,,546.46,551.77,5.31
