"allogrooming","",61.998,64.15,2.152,""
"allogrooming","",67.711,72.02,4.309,""
"allogrooming","",136.932,138.97,2.038,""
"allogrooming","",156.4,159.89,3.49,""
"allogrooming","",178.89,180.18,1.29,""
"allogrooming","",519.134,520.68,1.546,""
"allolicking","",29.87,31.61,1.74,""
"allolicking","",39.359,41.1,1.741,""
"allolicking","",125.366,129.78,4.414,""
"allolicking","",164.038,171.58,7.542,""
"allolicking","",199.4,203.01,3.61,""
"self licking","",16.9,18.05,1.15,""
"self licking","",23.58,24.6,1.02,""
"self licking","",25.5,26.06,0.56,""
"self licking","",27.0,29.51,2.51,""
"self licking","",31.61,32.34,0.73,""
"self licking","",34.43,35.39,0.96,""
"self licking","",51.17,51.74,0.57,""
"self licking","",56.32,59.4,3.08,""
"self licking","",83.43,86.81,3.38,""
"self licking","",88.86,89.52,0.66,""
"self licking","",278.97,282.654,3.684,""
"self licking","",302.43,328.3,25.87,""
"self licking","",361.44,364.15,2.71,""
"self licking","",546.54,552.349,5.809,""
