allogrooming,,46.96,56.26,9.3
allogrooming,,93.7,98.99,5.29
allogrooming,,242.01,246.85,4.84
allogrooming,,345.89,358.18,12.29
allogrooming,,386.41,396.24,9.83
allogrooming,,403.222,417.97,14.748
allogrooming,,420.56,424.51,3.95
allogrooming,,434.06,436.97,2.91
allogrooming,,464.43,469.71,5.28
allogrooming,,529.18,534.59,5.41
allolicking,,492.44,504.39,11.95
allolicking,,507.08,519.73,12.65
allolicking,,521.56,523.93,2.37
allolicking,,539.16,557.79,18.63
self licking,,1.17,2.49,1.32
self licking,,3.59,4.75,1.16
self licking,,8.01,8.81,0.8
self licking,,10.728,11.09,0.362
self licking,,14.202,20.2,5.998
self licking,,23.19,24.1,0.91
self licking,,27,27.67,0.67
self licking,,36.01,36.77,0.76
self licking,,41.02,41.69,0.67
self licking,,59.94,66.99,7.05
self licking,,69.88,74.77,4.89
self licking,,114.9,115.76,0.86
self licking,,118.1,120.38,2.28
self licking,,122.01,123.41,1.4
self licking,,133.88,135.47,1.59
self licking,,137.91,138.95,1.04
self licking,,143.81,145.45,1.64
self licking,,524.23,534.23,10
self licking,,538.52,591.7,53.18
