"self licking","",8.683,9.408,0.725,""
"self licking","",16.811,18.625,1.814,""
"self licking","",19.789,20.587,0.798,""
"self licking","",23.686,24.39,0.704,""
"self licking","",25.5,26.05,0.55,""
"self licking","",27.027,27.9,0.873,""
"self licking","",28.846,29.21,0.364,""
"self licking","",31.587,32.89,1.303,""
"self licking","",34.5,35.45,0.95,""
"self licking","",51.52,51.96,0.44,""
"self licking","",56.303,59.47,3.167,""
"self licking","",69.62,70.26,0.64,""
"self licking","",83.477,85.2,1.723,""
"self licking","",86.273,86.72,0.447,""
"self licking","",88.806,89.62,0.814,""
"self licking","",279.057,282.146,3.089,""
"self licking","",302.942,335.65,32.708,""
"self licking","",338.903,344.4,5.497,""
"self licking","",363.75,364.13,0.38,""
"self licking","",546.56,551.76,5.2,""
"allolicking","",30.365,31.887,1.522,""
"allolicking","",34.552,35.092,0.54,""
"allolicking","",39.668,40.64,0.972,""
"allolicking","",79.862,81.74,1.878,""
"allolicking","",125.406,129.484,4.078,""
"allolicking","",134.898,135.48,0.582,""
"allolicking","",164.201,171.37,7.169,""
"allolicking","",199.1,203.03,3.93,""
"allolicking","",328.657,332.11,3.453,""
"allogrooming","",62.892,64.71,1.818,""
"allogrooming","",67.378,71.67,4.292,""
"allogrooming","",136.808,139.37,2.562,""
"allogrooming","",156.472,160.189,3.717,""
"allogrooming","",179.78,180.44,0.66,""
